username,question_id,answer_value,timestamp
Apple_Monkey,U1-L4-Q05,"E",2025-09-13T22:16:27.000Z
Apple_Monkey,U1-L4-Q06,"D",2025-09-13T22:16:34.000Z
Apple_Monkey,U1-L5-Q01,"C",2025-09-13T22:23:52.000Z
Apple_Monkey,U1-L5-Q02,"E",2025-09-13T22:23:58.000Z
Apple_Monkey,U1-L5-Q03,"D",2025-09-13T22:24:11.000Z
Apple_Monkey,U1-L6-Q03,"D",2025-09-14T20:52:31.000Z
Apple_Monkey,U1-L6-Q01,"B",2025-09-14T20:53:29.000Z
Apple_Monkey,U1-L6-Q02,"D",2025-09-14T20:54:57.000Z
Guava_Cat,U1-L2-Q01,"B",2025-09-12T09:26:56.000Z
Guava_Cat,U1-L2-Q02,"E",2025-09-12T09:27:34.000Z
Guava_Cat,U1-L2-Q03,"B",2025-09-12T09:27:42.000Z
Guava_Cat,U1-L3-Q01,"E",2025-09-12T09:28:23.000Z
Guava_Cat,U1-L3-Q02,"B",2025-09-12T09:28:54.000Z
Guava_Cat,U1-L3-Q03,"E",2025-09-12T09:30:28.000Z
Guava_Cat,U1-L4-Q01,"C",2025-09-12T09:31:15.000Z
Guava_Cat,U1-L4-Q02,"C",2025-09-12T09:31:54.000Z
Guava_Cat,U1-L4-Q03,"A",2025-09-12T09:33:12.000Z
Guava_Cat,U1-L4-Q04,"B",2025-09-12T09:35:01.000Z
Guava_Cat,U1-L4-Q05,"C",2025-09-12T09:37:41.000Z
Guava_Cat,U1-L4-Q06,"A",2025-09-12T09:38:15.000Z
Plum_Iguana,U1-L3-Q01,"E",2025-09-12T14:19:16.000Z
Plum_Iguana,U1-L3-Q02,"A",2025-09-12T14:20:07.000Z
Plum_Iguana,U1-L3-Q03,"E",2025-09-12T14:20:10.000Z
Apple_Rabbit,U1-L2-Q01,"B",2025-09-12T09:27:19.000Z
Apple_Rabbit,U1-L2-Q02,"E",2025-09-12T09:27:58.000Z
Apple_Rabbit,U1-L2-Q03,"B",2025-09-12T09:29:00.000Z
Apple_Rabbit,U1-L3-Q03,"E",2025-09-12T09:30:00.000Z
Apple_Rabbit,U1-L3-Q01,"E",2025-09-12T09:30:06.000Z
Apple_Rabbit,U1-L3-Q02,"B",2025-09-12T09:30:09.000Z
Papaya_Fox,U1-L3-Q01,"E",2025-09-12T13:44:36.000Z
Papaya_Fox,U1-L3-Q02,"B",2025-09-12T13:45:29.000Z
Papaya_Fox,U1-L3-Q03,"E",2025-09-12T13:46:12.000Z
Papaya_Goat,U1-L3-Q01,"E",2025-09-12T13:48:17.000Z
Papaya_Goat,U1-L3-Q02,"B",2025-09-12T13:57:19.000Z
Papaya_Goat,U1-L3-Q03,"E",2025-09-12T14:02:06.000Z
Grape_Newt,U1-L3-Q01,"A",2025-09-12T14:08:23.000Z
Grape_Newt,U1-L3-Q02,"A",2025-09-12T14:08:54.000Z
Grape_Newt,U1-L3-Q03,"E",2025-09-12T14:11:35.000Z
Kiwi_Panda,U1-L2-Q01,"B",2025-09-12T13:43:41.000Z
Kiwi_Panda,U1-L2-Q02,"E",2025-09-12T13:47:33.000Z
Kiwi_Panda,U1-L2-Q03,"B",2025-09-12T13:49:55.000Z
Kiwi_Panda,U1-L3-Q02,"B",2025-09-12T14:12:19.000Z
Kiwi_Panda,U1-L3-Q01,"E",2025-09-12T14:19:02.000Z
Kiwi_Panda,U1-L3-Q03,"E",2025-09-15T11:02:19.000Z
Grape_Fox,U1-L3-Q01,"E",2025-09-12T13:44:36.000Z
Grape_Fox,U1-L3-Q02,"B",2025-09-12T13:45:29.000Z
Grape_Fox,U1-L3-Q03,"E",2025-09-12T13:46:12.000Z
papaya_goat,U1-L3-Q01,"E",2025-09-12T13:48:17.000Z
papaya_goat,U1-L3-Q02,"B",2025-09-12T13:57:19.000Z
papaya_goat,U1-L3-Q03,"E",2025-09-12T14:02:06.000Z
Lemon_Monkey,U1-L3-Q01,"E",2025-09-12T13:42:39.000Z
Lemon_Monkey,U1-L3-Q03,"E",2025-09-12T13:51:07.000Z
Lemon_Monkey,U1-L3-Q02,"B",2025-09-12T13:51:29.000Z
Apricot_Horse,U1-L4-Q01,"C",2025-09-15T09:18:06.000Z
Apricot_Horse,U1-L4-Q02,"B",2025-09-15T09:17:43.000Z
Apricot_Horse,U1-L4-Q03,"A",2025-09-15T09:26:46.000Z
Apricot_Horse,U1-L4-Q04,"B",2025-09-15T09:32:39.000Z
Apricot_Horse,U1-L4-Q05,"A",2025-09-15T09:13:04.000Z
Apricot_Horse,U1-L4-Q06,"D",2025-09-15T09:13:35.000Z
Mango_Dog,U1-L4-Q01,"C",2025-09-12T13:47:44.000Z
Mango_Dog,U1-L4-Q02,"D",2025-09-12T13:54:42.000Z
Mango_Dog,U1-L4-Q03,"A",2025-09-12T14:13:22.000Z
Mango_Dog,U1-L3-Q01,"E",2025-09-12T14:21:42.000Z
Mango_Dog,U1-L3-Q02,"B",2025-09-14T22:18:40.000Z
Mango_Dog,U1-L3-Q03,"E",2025-09-14T22:23:02.000Z
Lemon_Goat,U1-L5-Q01,"C",2025-09-16T10:03:59.000Z
Lemon_Goat,U1-L5-Q02,"E",2025-09-16T10:05:54.000Z
Lemon_Goat,U1-L5-Q03,"D",2025-09-18T10:27:24.000Z
Lemon_Goat,U1-L7-Q01,"B",2025-09-25T10:15:21.000Z
Lemon_Goat,U1-L7-Q02,"D",2025-09-25T10:19:50.000Z
Lemon_Goat,U1-L7-Q03,"B",2025-09-25T10:24:42.000Z
Lemon_Goat,U1-L7-Q04,"B",2025-09-25T10:25:51.000Z
Lemon_Goat,U1-L7-Q05,"A",2025-09-25T10:26:11.000Z
Lemon_Goat,U1-L7-Q06,"D",2025-09-25T10:27:08.000Z
Lemon_Goat,U1-L8-Q01,"C",2025-09-26T09:07:07.000Z
Lemon_Goat,U1-L8-Q02,"B",2025-09-26T09:12:35.000Z
Lemon_Goat,U1-L8-Q03,"D",2025-09-26T09:12:38.000Z
Apricot_Fox,U1-L5-Q01,"C",2025-09-16T12:02:43.000Z
Apricot_Fox,U1-L5-Q02,"E",2025-09-16T12:02:45.000Z
Apricot_Fox,U1-L5-Q03,"B",2025-09-16T12:02:48.000Z
Apricot_Fox,U1-L6-Q01,"A",2025-09-18T13:10:03.000Z
Apricot_Fox,U1-L6-Q02,"A",2025-09-18T13:10:06.000Z
Apricot_Fox,U1-L6-Q03,"D",2025-09-18T13:10:42.000Z
Apricot_Fox,U1-L2-Q03,"B",2025-09-18T13:11:18.000Z
Apricot_Fox,U1-L2-Q02,"E",2025-09-18T13:11:19.000Z
Apricot_Fox,U1-L2-Q01,"B",2025-09-18T13:11:21.000Z
Apricot_Fox,U1-L7-Q01,"B",2025-09-25T10:31:45.000Z
Apricot_Fox,U1-L7-Q02,"D",2025-09-25T10:31:47.000Z
Apricot_Fox,U1-L7-Q03,"A",2025-09-25T10:31:50.000Z
Apricot_Fox,U1-L7-Q04,"E",2025-09-25T10:31:54.000Z
Apricot_Fox,U1-L7-Q05,"A",2025-09-25T10:31:57.000Z
Apricot_Fox,U1-L7-Q06,"D",2025-09-25T10:31:59.000Z
Apricot_Fox,U1-L8-Q03,"C",2025-09-26T09:19:35.000Z
Apricot_Fox,U1-L8-Q02,"D",2025-09-26T09:19:38.000Z
Apricot_Fox,U1-L8-Q01,"C",2025-09-26T09:19:40.000Z
Apricot_Fox,U1-L9-Q03,"D",2025-09-29T09:46:23.000Z
Apricot_Fox,U1-L9-Q02,"B",2025-09-29T09:46:25.000Z
Apricot_Fox,U1-L9-Q01,"B",2025-09-29T09:46:28.000Z
Berry_Iguana,U1-L3-Q01,"E",2025-09-15T13:32:14.000Z
Berry_Iguana,U1-L3-Q03,"E",2025-09-15T13:42:17.000Z
Berry_Iguana,U1-L4-Q01,"C",2025-09-15T13:56:33.000Z
Berry_Iguana,U1-L4-Q02,"E",2025-09-15T13:58:54.000Z
Berry_Iguana,U1-L4-Q03,"A",2025-09-15T14:02:30.000Z
Berry_Iguana,U1-L4-Q04,"B",2025-09-15T14:04:59.000Z
Berry_Iguana,U1-L4-Q05,"C",2025-09-15T14:07:40.000Z
Berry_Iguana,U1-L4-Q06,"D",2025-09-15T14:10:40.000Z
Berry_Iguana,U1-L3-Q02,"B",2025-09-15T14:11:32.000Z
Berry_Iguana,U1-L5-Q03,"D",2025-09-17T13:02:16.000Z
Berry_Iguana,U1-L5-Q02,"E",2025-09-17T12:56:44.000Z
Berry_Iguana,U1-L5-Q01,"C",2025-09-17T13:03:39.000Z
Papaya_Iguana,U1-L6-Q01,"B",2025-09-24T11:27:20.000Z
Papaya_Iguana,U1-L6-Q02,"A",2025-09-24T11:27:45.000Z
Papaya_Iguana,U1-L6-Q03,"C",2025-09-24T11:27:56.000Z
Papaya_Iguana,U1-L5-Q01,"E",2025-09-24T11:28:09.000Z
Papaya_Iguana,U1-L5-Q02,"D",2025-09-24T11:28:39.000Z
Papaya_Iguana,U1-L5-Q03,"D",2025-09-24T11:28:47.000Z
Papaya_Iguana,U1-L4-Q01,"C",2025-09-24T11:29:28.000Z
Papaya_Iguana,U1-L4-Q02,"A",2025-09-24T11:29:40.000Z
Papaya_Iguana,U1-L4-Q03,"E",2025-09-24T11:30:10.000Z
Papaya_Iguana,U1-L4-Q04,"B",2025-09-24T11:30:25.000Z
Papaya_Iguana,U1-L4-Q05,"C",2025-09-24T11:30:34.000Z
Papaya_Iguana,U1-L4-Q06,"E",2025-09-24T11:30:59.000Z
Papaya_Iguana,U1-L3-Q01,"A",2025-09-24T11:31:14.000Z
Papaya_Iguana,U1-L3-Q02,"B",2025-09-24T11:31:47.000Z
Papaya_Iguana,U1-L3-Q03,"E",2025-09-24T11:32:31.000Z
Papaya_Iguana,U1-L2-Q01,"A",2025-09-24T11:32:51.000Z
Papaya_Iguana,U1-L2-Q02,"E",2025-09-24T11:33:05.000Z
Papaya_Iguana,U1-L2-Q03,"B",2025-09-24T11:33:19.000Z
Papaya_Iguana,U1-L7-Q01,"E",2025-09-26T13:35:17.000Z
Papaya_Iguana,U1-L7-Q02,"D",2025-09-26T13:35:48.000Z
Papaya_Iguana,U1-L7-Q03,"B",2025-09-26T13:36:19.000Z
Papaya_Iguana,U1-L7-Q04,"C",2025-09-26T13:39:50.000Z
Papaya_Iguana,U1-L7-Q05,"E",2025-09-26T13:46:20.000Z
Papaya_Iguana,U1-L7-Q06,"B",2025-09-26T13:46:31.000Z
Papaya_Iguana,U1-L8-Q01,"C",2025-09-29T14:03:10.000Z
Papaya_Iguana,U1-L8-Q02,"A",2025-09-29T14:03:51.000Z
Papaya_Iguana,U1-L8-Q03,"C",2025-09-29T14:04:29.000Z
lemon-eagle,U1-L8-Q01,"A",2025-09-29T14:11:48.000Z
lemon-eagle,U1-L8-Q02,"C",2025-09-29T14:11:41.000Z
lemon-eagle,U1-L8-Q03,"C",2025-09-29T14:14:56.000Z
Apricot_Dog,U1-L5-Q01,"C",2025-09-18T21:33:08.000Z
Apricot_Dog,U1-L5-Q02,"E",2025-09-18T21:33:29.000Z
Apricot_Dog,U1-L5-Q03,"D",2025-09-18T21:34:16.000Z
Apricot_Dog,U1-L6-Q01,"A",2025-09-18T21:46:03.000Z
Apricot_Dog,U1-L6-Q02,"D",2025-09-18T21:49:20.000Z
Apricot_Dog,U1-L6-Q03,"E",2025-09-18T21:51:39.000Z
Apricot_Dog,U1-L7-Q01,"B",2025-09-26T09:09:09.000Z
Apricot_Dog,U1-L7-Q02,"D",2025-09-26T09:09:21.000Z
Apricot_Dog,U1-L7-Q03,"A",2025-09-26T09:09:42.000Z
Apricot_Dog,U1-L7-Q04,"B",2025-09-26T09:09:51.000Z
Apricot_Dog,U1-L7-Q05,"A",2025-09-26T09:09:59.000Z
Apricot_Dog,U1-L7-Q06,"D",2025-09-26T09:10:07.000Z
Apricot_Dog,U1-L8-Q03,"C",2025-09-26T09:18:28.000Z
Apricot_Dog,U1-L8-Q02,"E",2025-09-26T09:59:22.000Z
Apricot_Dog,U1-L8-Q01,"D",2025-09-26T09:57:13.000Z
Apricot_Dog,U1-L9-Q01,"B",2025-09-29T09:42:25.000Z
Apricot_Dog,U1-L9-Q03,"B",2025-09-29T18:06:39.000Z
Apricot_Dog,U1-L9-Q02,"B",2025-09-29T18:11:53.000Z
Banana_Goat,U1-L4-Q01,"C",2025-09-15T13:32:54.000Z
Banana_Goat,U1-L4-Q02,"D",2025-09-15T13:32:58.000Z
Banana_Goat,U1-L4-Q03,"A",2025-09-15T13:33:00.000Z
Banana_Goat,U1-L4-Q04,"B",2025-09-15T13:33:07.000Z
Banana_Goat,U1-L4-Q05,"E",2025-09-15T13:33:16.000Z
Banana_Goat,U1-L4-Q06,"D",2025-09-15T13:33:41.000Z
Banana_Goat,U1-L5-Q03,"D",2025-09-17T11:35:49.000Z
Banana_Goat,U1-L5-Q02,"E",2025-09-17T11:35:53.000Z
Banana_Goat,U1-L5-Q01,"C",2025-09-17T11:35:56.000Z
Banana_Goat,U1-L6-Q03,"D",2025-09-19T13:27:24.000Z
Banana_Goat,U1-L6-Q02,"D",2025-09-19T13:27:26.000Z
Banana_Goat,U1-L6-Q01,"B",2025-09-19T13:27:28.000Z
Banana_Goat,U1-L2-Q03,"B",2025-09-22T11:50:02.000Z
Banana_Goat,U1-L2-Q02,"E",2025-09-22T11:50:04.000Z
Banana_Goat,U1-L2-Q01,"B",2025-09-22T11:50:06.000Z
Banana_Goat,U1-L7-Q01,"B",2025-09-24T11:27:21.000Z
Banana_Goat,U1-L7-Q02,"D",2025-09-24T11:29:21.000Z
Banana_Goat,U1-L7-Q03,"B",2025-09-24T11:31:54.000Z
Banana_Goat,U1-L7-Q04,"B",2025-09-24T11:36:24.000Z
Banana_Goat,U1-L7-Q05,"A",2025-09-24T11:43:55.000Z
Banana_Goat,U1-L7-Q06,"D",2025-09-24T11:48:19.000Z
Banana_Goat,U1-L8-Q01,"D",2025-09-29T14:02:31.000Z
Banana_Goat,U1-L8-Q02,"C",2025-09-29T14:05:54.000Z
Banana_Goat,U1-L8-Q03,"C",2025-09-29T14:10:26.000Z
Banana_Fox,U1-L7-Q03,"B",2025-09-25T10:27:07.000Z
Banana_Fox,U1-L7-Q04,"B",2025-09-25T10:32:02.000Z
Banana_Fox,U1-L7-Q01,"B",2025-09-25T10:34:28.000Z
Banana_Fox,U1-L7-Q02,"D",2025-09-25T10:34:50.000Z
Banana_Fox,U1-L7-Q06,"C",2025-09-25T10:39:12.000Z
Banana_Fox,U1-L7-Q05,"A",2025-09-25T10:40:48.000Z
Apple_Monkey,U1-L7-Q06,"C",2025-09-25T10:21:36.000Z
Apple_Monkey,U1-L7-Q05,"A",2025-09-25T10:20:56.000Z
Apple_Monkey,U1-L7-Q04,"E",2025-09-25T10:21:04.000Z
Apple_Monkey,U1-L7-Q03,"B",2025-09-25T10:15:37.000Z
Apple_Monkey,U1-L7-Q02,"D",2025-09-25T10:15:39.000Z
Apple_Monkey,U1-L7-Q01,"B",2025-09-25T10:15:48.000Z
Coconut_Cat,U1-L3-Q01,"E",2025-09-17T13:04:33.000Z
Coconut_Cat,U1-L3-Q02,"C",2025-09-17T13:09:44.000Z
Coconut_Cat,U1-L3-Q03,"E",2025-09-17T13:14:42.000Z
Coconut_Cat,U1-L6-Q02,"D",2025-09-24T11:40:50.000Z
Coconut_Cat,U1-L6-Q03,"C",2025-09-24T11:41:40.000Z
Coconut_Cat,U1-L6-Q01,"B",2025-09-24T11:38:52.000Z
Coconut_Cat,U1-L2-Q01,"B",2025-09-24T11:46:14.000Z
Coconut_Cat,U1-L2-Q02,"E",2025-09-24T11:47:32.000Z
Coconut_Cat,U1-L2-Q03,"E",2025-09-24T11:49:05.000Z
Coconut_Cat,U1-L4-Q01,"E",2025-09-24T11:50:13.000Z
Coconut_Cat,U1-L4-Q02,"A",2025-09-24T11:51:28.000Z
Coconut_Cat,U1-L4-Q03,"A",2025-09-24T11:52:58.000Z
Coconut_Cat,U1-L4-Q04,"B",2025-09-24T11:53:26.000Z
Coconut_Cat,U1-L4-Q05,"E",2025-09-24T13:02:13.000Z
Coconut_Cat,U1-L4-Q06,"D",2025-09-24T13:02:50.000Z
Coconut_Cat,U1-L5-Q01,"D",2025-09-24T13:08:10.000Z
Coconut_Cat,U1-L5-Q02,"E",2025-09-24T13:09:19.000Z
Coconut_Cat,U1-L5-Q03,"A",2025-09-24T13:10:04.000Z
Guava_Cat,U1-L5-Q01,"C",2025-09-16T09:59:13.000Z
Guava_Cat,U1-L5-Q02,"E",2025-09-16T09:59:57.000Z
Guava_Cat,U1-L5-Q03,"D",2025-09-16T10:00:18.000Z
Guava_Cat,U1-L6-Q01,"B",2025-09-16T10:00:53.000Z
Guava_Cat,U1-L6-Q03,"E",2025-09-16T10:01:12.000Z
Guava_Cat,U1-L6-Q02,"A",2025-09-16T10:01:16.000Z
Mango_Tiger,U1-L6-Q02,"E",2025-09-24T11:31:41.000Z
Mango_Tiger,U1-L6-Q03,"C",2025-09-24T11:31:52.000Z
Mango_Tiger,U1-L6-Q01,"E",2025-09-24T11:34:11.000Z
Mango_Tiger,U1-L7-Q01,"B",2025-09-26T13:23:50.000Z
Mango_Tiger,U1-L7-Q02,"D",2025-09-26T13:24:27.000Z
Mango_Tiger,U1-L7-Q04,"E",2025-09-26T13:29:35.000Z
Mango_Tiger,U1-L7-Q06,"B",2025-09-26T13:35:22.000Z
Mango_Tiger,U1-L7-Q05,"D",2025-09-26T13:36:13.000Z
Mango_Tiger,U1-L7-Q03,"B",2025-09-26T13:39:10.000Z
Mango_Tiger,U1-L8-Q02,"D",2025-09-29T14:01:31.000Z
Mango_Tiger,U1-L8-Q01,"D",2025-09-29T14:04:25.000Z
Mango_Tiger,U1-L8-Q03,"C",2025-09-29T14:06:26.000Z
Plum_Iguana,U1-L4-Q01,"C",2025-09-15T13:46:26.000Z
Plum_Iguana,U1-L4-Q02,"D",2025-09-15T13:46:29.000Z
Plum_Iguana,U1-L4-Q03,"A",2025-09-15T13:46:31.000Z
Plum_Iguana,U1-L4-Q04,"B",2025-09-15T13:46:35.000Z
Plum_Iguana,U1-L4-Q05,"C",2025-09-15T13:46:38.000Z
Plum_Iguana,U1-L4-Q06,"D",2025-09-15T13:46:39.000Z
Plum_Iguana,U1-L5-Q03,"B",2025-09-17T13:18:08.000Z
Plum_Iguana,U1-L5-Q02,"E",2025-09-17T13:18:11.000Z
Plum_Iguana,U1-L5-Q01,"B",2025-09-17T13:18:13.000Z
Plum_Iguana,U1-L6-Q01,"B",2025-09-24T11:28:07.000Z
Plum_Iguana,U1-L6-Q03,"D",2025-09-24T11:28:47.000Z
Plum_Iguana,U1-L6-Q02,"E",2025-09-24T11:29:56.000Z
Plum_Iguana,U1-L7-Q03,"B",2025-09-26T13:41:59.000Z
Plum_Iguana,U1-L7-Q02,"D",2025-09-26T13:42:08.000Z
Plum_Iguana,U1-L7-Q01,"B",2025-09-26T13:42:37.000Z
Plum_Iguana,U1-L7-Q06,"A",2025-09-26T13:48:27.000Z
Plum_Iguana,U1-L7-Q05,"A",2025-09-26T13:48:30.000Z
Plum_Iguana,U1-L7-Q04,"B",2025-09-26T13:48:31.000Z
Plum_Iguana,U1-L8-Q01,"D",2025-09-29T14:20:13.000Z
Plum_Iguana,U1-L8-Q02,"D",2025-09-29T14:20:39.000Z
Plum_Iguana,U1-L8-Q03,"A",2025-09-29T14:21:14.000Z
Apple_Rabbit,U1-L4-Q06,"D",2025-09-15T09:36:41.000Z
Apple_Rabbit,U1-L4-Q05,"E",2025-09-15T09:36:43.000Z
Apple_Rabbit,U1-L4-Q04,"B",2025-09-15T09:36:45.000Z
Apple_Rabbit,U1-L4-Q03,"A",2025-09-15T09:36:47.000Z
Apple_Rabbit,U1-L4-Q02,"D",2025-09-15T09:36:49.000Z
Apple_Rabbit,U1-L4-Q01,"C",2025-09-15T09:36:51.000Z
Apple_Rabbit,U1-L5-Q01,"C",2025-09-18T10:04:40.000Z
Apple_Rabbit,U1-L5-Q02,"E",2025-09-18T10:05:42.000Z
Apple_Rabbit,U1-L5-Q03,"D",2025-09-18T10:07:09.000Z
Apple_Rabbit,U1-L6-Q01,"B",2025-09-19T09:00:59.000Z
Apple_Rabbit,U1-L6-Q02,"E",2025-09-19T09:01:04.000Z
Apple_Rabbit,U1-L6-Q03,"D",2025-09-19T09:01:08.000Z
Apple_Rabbit,U1-L7-Q01,"B",2025-09-25T10:02:52.000Z
Apple_Rabbit,U1-L7-Q02,"D",2025-09-25T10:04:47.000Z
Apple_Rabbit,U1-L7-Q03,"B",2025-09-25T10:08:24.000Z
Apple_Rabbit,U1-L7-Q04,"B",2025-09-25T10:09:17.000Z
Apple_Rabbit,U1-L7-Q05,"A",2025-09-25T10:15:46.000Z
Apple_Rabbit,U1-L7-Q06,"D",2025-09-25T10:24:18.000Z
Apple_Rabbit,U1-L8-Q01,"D",2025-09-26T09:08:19.000Z
Apple_Rabbit,U1-L8-Q02,"C",2025-09-26T09:10:28.000Z
Apple_Rabbit,U1-L8-Q03,"E",2025-09-26T09:13:55.000Z
Apple_Rabbit,U1-L9-Q01,"B",2025-09-29T09:40:31.000Z
Apple_Rabbit,U1-L9-Q02,"B",2025-09-29T13:18:39.000Z
Apple_Rabbit,U1-L9-Q03,"B",2025-09-29T13:26:14.000Z
Lemon_Eagle,U1-L3-Q01,"E",2025-09-15T13:43:07.000Z
Lemon_Eagle,U1-L3-Q02,"B",2025-09-15T13:43:23.000Z
Lemon_Eagle,U1-L3-Q03,"E",2025-09-15T13:45:08.000Z
Lemon_Eagle,U1-L4-Q01,"C",2025-09-15T13:55:13.000Z
Lemon_Eagle,U1-L4-Q02,"E",2025-09-15T13:55:18.000Z
Lemon_Eagle,U1-L4-Q03,"A",2025-09-15T13:59:30.000Z
Lemon_Eagle,U1-L4-Q04,"B",2025-09-15T14:01:52.000Z
Lemon_Eagle,U1-L4-Q05,"D",2025-09-15T14:07:05.000Z
Lemon_Eagle,U1-L4-Q06,"D",2025-09-15T14:13:18.000Z
Papaya_Fox,U1-L4-Q02,"E",2025-09-15T13:34:14.000Z
Papaya_Fox,U1-L4-Q01,"C",2025-09-15T13:34:28.000Z
Papaya_Fox,U1-L4-Q03,"A",2025-09-15T13:36:23.000Z
Papaya_Fox,U1-L4-Q04,"B",2025-09-15T13:41:38.000Z
Papaya_Fox,U1-L4-Q05,"C",2025-09-15T13:57:50.000Z
Papaya_Fox,U1-L4-Q06,"D",2025-09-15T14:00:09.000Z
Papaya_Fox,U1-L5-Q03,"D",2025-09-17T11:59:39.000Z
Papaya_Fox,U1-L5-Q02,"A",2025-09-17T11:59:41.000Z
Papaya_Fox,U1-L5-Q01,"D",2025-09-17T11:59:43.000Z
Papaya_Fox,U1-L6-Q02,"A",2025-09-19T13:35:00.000Z
Papaya_Fox,U1-L6-Q03,"D",2025-09-19T13:36:53.000Z
Papaya_Fox,U1-L6-Q01,"B",2025-09-19T13:46:32.000Z
Papaya_Fox,U1-L7-Q01,"A",2025-09-22T11:41:17.000Z
lemon_eagle,U1-L7-Q01,"B",2025-09-26T13:40:22.000Z
lemon_eagle,U1-L7-Q02,"D",2025-09-26T13:41:04.000Z
lemon_eagle,U1-L7-Q03,"A",2025-09-26T13:43:10.000Z
lemon_eagle,U1-L7-Q04,"B",2025-09-26T13:44:13.000Z
lemon_eagle,U1-L7-Q05,"A",2025-09-26T13:44:29.000Z
lemon_eagle,U1-L7-Q06,"D",2025-09-26T13:46:37.000Z
Cherry_Monkey,U1-L2-Q03,"B",2025-09-17T15:21:10.000Z
Cherry_Monkey,U1-L2-Q02,"E",2025-09-17T15:21:14.000Z
Cherry_Monkey,U1-L2-Q01,"B",2025-09-17T15:21:17.000Z
Cherry_Monkey,U1-L3-Q02,"A",2025-09-17T15:27:19.000Z
Cherry_Monkey,U1-L3-Q03,"E",2025-09-17T15:27:22.000Z
Cherry_Monkey,U1-L3-Q01,"C",2025-09-17T15:27:42.000Z
Cherry_Monkey,U1-L4-Q01,"C",2025-09-17T15:33:29.000Z
Cherry_Monkey,U1-L4-Q02,"D",2025-09-17T15:33:31.000Z
Cherry_Monkey,U1-L4-Q03,"A",2025-09-17T15:33:42.000Z
Cherry_Monkey,U1-L4-Q04,"B",2025-09-17T15:33:54.000Z
Cherry_Monkey,U1-L4-Q05,"E",2025-09-17T15:34:08.000Z
Cherry_Monkey,U1-L4-Q06,"D",2025-09-17T15:34:18.000Z
Cherry_Monkey,U1-L5-Q01,"C",2025-09-17T15:34:59.000Z
Cherry_Monkey,U1-L5-Q02,"E",2025-09-17T15:35:03.000Z
Cherry_Monkey,U1-L5-Q03,"D",2025-09-17T15:35:06.000Z
Cherry_Monkey,U1-L6-Q01,"B",2025-09-24T11:26:45.000Z
Cherry_Monkey,U1-L6-Q02,"D",2025-09-24T11:26:49.000Z
